,station_id,lat,lng
472,20106,41.71896342165455,-87.60829567909241
473,20107,41.71216410359803,-87.66773343086243
474,20108,41.69920616812768,-87.66891896724701
475,20109,41.70012137923888,-87.61225998401642
476,20110,41.729285157254864,-87.6110315322876
477,20111,41.70958113526255,-87.59023368358612
478,20112,41.70717027117756,-87.6184719800949
479,20113,41.7072503677818,-87.60766267776489
480,20114,41.69501044938143,-87.59871482849121
481,20115,41.69263895647179,-87.61367386484747
482,20116,41.73648,-87.601252
483,20118,41.727575659299575,-87.63482809066771
484,20119,41.72679896370119,-87.65429019927979
485,20120,41.743717,-87.634088
486,20121,41.74148652861805,-87.65841007232666
487,20123,41.70458710218908,-87.68120348453522
488,20124,41.70492556499764,-87.65686810958869
489,20125,41.70513978893236,-87.6424241065979
490,20126,41.701217,-87.649345
491,20127,41.69226255589166,-87.64261186122894
492,20128,41.6926176,-87.6280518
493,20129,41.68759,-87.65541
494,20130,41.705307996998194,-87.62921690940857
495,20131,41.69170975847015,-87.61000156402588
496,20133,41.707338,-87.59399
497,20134,41.70560032033333,-87.60291642
498,20201,41.7037764,-87.7013952
499,20202,41.705846,-87.717074
500,20203,41.69131919221066,-87.71288573741913
501,20204,41.69239474587557,-87.70096063613892
502,20205,41.691211034981045,-87.68129736185074
503,20206,41.68459507202618,-87.67070800065994
504,20207,41.68493159519296,-87.6452887058258
505,20208,41.66869635332246,-87.63711333274841
506,20209,41.679804,-87.620843
507,20210,41.67064383687979,-87.62258648872375
508,20211,41.658413151101065,-87.61071089698817
509,20212,41.65666552967373,-87.59880065917969
510,20213,41.659150427597744,-87.55076229572296
511,20214,41.651799,-87.540696
512,20215,41.64850076266409,-87.54608988761902
513,20217,41.66631200825726,-87.55721569061278
514,20218,41.68100145911039,-87.5379312226869
515,20219,41.69177385116831,-87.53043115139008
516,20220,41.6881169,-87.5365497
517,20221,41.70280085022591,-87.55972623825073
518,20222,41.7045750872071,-87.52823173999786
519,20223,41.71274876109496,-87.53481388092041
520,20224,41.71370983035615,-87.53084421157837
521,20225,41.71331739547703,-87.55109757184982
522,20226,41.71339748442245,-87.56584167480469
523,20227,41.717878301935,-87.56459176540375
524,20228,41.72229074095262,-87.57896840572357
525,20229,41.73733560041666,-87.54851460456847
526,20230,41.73715146431056,-87.57274031639099
527,20231,41.73681521440671,-87.58280128240585
528,20232,41.68587705562333,-87.57382392883301
529,20233,41.75248701249013,-87.6439021574879
530,20234,41.75220484941116,-87.66369938850403
531,20235,41.728264268162725,-87.59729862213135
532,20236,41.73139494330236,-87.58574366569519
533,20237,41.72616639024511,-87.5662761926651
534,20238,41.71870315475741,-87.59703576564789
535,20239,41.73366879071472,-87.55834221839905
536,20240,41.653564,-87.617054
537,20241,41.738246,-87.531067
538,20242,41.72820421535798,-87.54970014095306
539,20243,41.68701479467118,-87.62105226516724
540,20244,41.76160543804394,-87.64416097666071
541,20245,41.75923602425868,-87.66347408294678
542,20246.0,41.885579,-87.648484
543,20247.0,41.883043,-87.649931
544,202480.0,41.9325593,-87.6423847
545,20249.0,41.902901,-87.631282
546,20251.0,41.885586,-87.6531893
547,20252.0,41.935581,-87.644042
548,20253.0,41.943838,-87.671469
549,20254.0,41.917805,-87.653449
550,20255.0,41.895809,-87.678519
551,20256.0,41.9362263,-87.6537676
552,20257.0,41.944019,-87.663975
553,20260.0,41.8579886,-87.6319447
554,21301,41.8952089,-87.7174329
555,21303,41.902393,-87.733598
556,21304,41.9021077,-87.7508698
557,21307,41.9058405,-87.7548602
558,21309,41.9159,-87.78511
559,21312,41.927766,-87.758544
560,21314,41.92729,-87.78523
561,21317,41.93833,-87.76166
562,21320,41.94485,-87.82423
563,21322,41.94973,-87.74695
564,21323,41.95261,-87.78535
565,21324,41.94595,-87.77888
566,21325,41.94894,-87.80683
567,21326,41.95326,-87.80714
568,21327,41.951997,-87.832958
569,21329,41.86235,-87.71587
570,21331,41.853441,-87.724874
571,21332,41.844218,-87.723347
572,21334,41.8389124,-87.7168955
573,21336,41.83925,-87.70202
574,21337,41.8320245,-87.6778387
575,21338,41.828098,-87.694684
576,21339,41.822582,-87.699417
577,21340,41.81644,-87.7248
578,21343,41.800434,-87.7247496
579,21345,41.79402,-87.68577
580,21346,41.78983,-87.7031
581,21349,41.7791655,-87.7056392
582,21351,41.93473,-87.78436
583,21352,41.93098,-87.80106
584,21353,41.93086,-87.77845
585,21354,41.916907,-87.767173
586,21356,41.924034,-87.751191
587,21357,41.91676,-87.749458
588,21359,41.922369,-87.739024
589,21360,41.942722,-87.739557
590,21361,41.934457,-87.733795
591,21363,41.86077,-87.73136
592,21365,41.8442315,-87.7321534
593,21366,41.8590732,-87.7078929
594,21367,41.86569,-87.77176
595,21368,41.836966,-87.730502
596,21371,41.8954357,-87.7334818
597,21374,41.912732,-87.743636
598,21375,41.9092147,-87.7609189
599,21377,41.91203,-87.80577
600,21378,41.92227,-87.80202
601,21379,41.82272,-87.68982
602,21380,41.813617,-87.6932272
603,21381,41.80849,-87.69673
604,21382,41.8047581237684,-87.70421936879356
605,21383,41.80094,-87.68676
606,21384,41.79906,-87.70342
607,21385,41.79439,-87.71132
608,21386,41.79031,-87.68888
609,21387,41.78589,-87.71057
610,21388,41.78649,-87.69733
611,21390,41.771611,-87.693331
612,21393,41.94496,-87.81189
613,21394,41.94766,-87.82925
614,21395,41.9448,-87.79932
615,21396,41.942275,-87.76695
616,21400,41.80217,-87.74894
617,21401,41.80762,-87.73084
618,21403,41.79332,-87.73059
619,21406,41.77875,-87.73246
620,21407,41.77491,-87.72883
621,21418,41.8775,-87.6974
622,21421,41.8631643,-87.7030815
623,21452,41.9881174,-87.7031754
624,21462,41.990267,-87.70857
625,21544,41.89661720040753,-87.62857854366302
626,22001,41.89737986072316,-87.63442039489746
627,22002,41.789381,-87.596479
628,22003,41.787878,-87.598906
629,22004,41.787877,-87.590461
630,22005,41.785861,-87.604553
631,23001,41.884336,-87.658902
632,23002,41.952372,-87.677296
633,23003,41.886871,-87.648089
634,23101,41.997136,-87.711217
635,23104,41.994028,-87.699302
636,23106,41.967943,-87.739983
637,23107,41.967947,-87.730409
638,23108,41.968204,-87.719547
639,23110,41.974323,-87.7331
640,23112,41.9759837,-87.7159844
641,23113,41.741966,-87.736179
642,23114,41.734929,-87.731187
643,23115,41.740407,-87.721907
644,23116,41.741346,-87.713696
645,23117,41.742523,-87.702279
646,23119,41.738902,-87.695518
647,23120,41.746534,-87.673055
648,23121,41.736044,-87.672861
649,23122,41.735629,-87.66552
650,23123,41.742805,-87.680177
651,23124,41.741192,-87.668106
652,23126,41.74763,-87.71945
653,23128,41.749119,-87.704263
654,23129,41.749702,-87.693917
655,23131,41.750843,-87.682701
656,23136,41.760703,-87.702292
657,23137,41.764484,-87.720028
658,23138,41.764354,-87.710121
659,23139,41.76523,-87.70316
660,23140,41.764748,-87.693121
661,23141,41.764345,-87.684417
662,23142,41.77203,-87.684637
663,23143,41.772584,-87.703007
664,23162,41.9531072,-87.7747326
665,23163,41.9533354,-87.7583844
666,23164,41.9495327,-87.7672648
667,23165,41.942427,-87.747315
668,23166,41.9458348,-87.7691848
669,23167,41.9456842,-87.7569344
670,23170,41.9382897,-87.7737692
671,23171,41.939041,-87.754197
672,23172,41.939191,-87.737112
673,23173,41.934883,-87.766753
674,23175,41.9309625,-87.7698856
675,23180,41.9279057,-87.7467295
676,23182,41.9258119,-87.7663685
677,23187,41.9175941,-87.7584143
678,23190,41.91748,-87.728952
679,23191,41.910158,-87.723831
680,23192,41.9095392,-87.7338518
681,23210,41.8827476,-87.7153994
682,23215,41.8719938,-87.6958108
683,23321,41.927957,-87.735952
684,24130,41.746421,-87.68258
685,24132,41.75420305676257,-87.67322449999999
686,24135,41.75374,-87.70751
687,24144,41.773258,-87.713143
688,24145,41.76949,-87.72292
689,24146,41.77114,-87.73774
690,24147,42.00404,-87.70473
691,24148,42.0044482,-87.6985973
692,24149,42.0082,-87.70461
693,24153,41.982765,-87.738094
694,24155,41.997032,-87.73837
695,24156,41.9924402,-87.7289072
696,24157,41.9866081,-87.7187674
697,24158,41.9904393,-87.715236
698,24159,41.9900762,-87.7317073
699,24174,41.93515,-87.74636
700,24178,41.924751,-87.778272
701,24194,41.91432,-87.75572
702,24196,41.90958,-87.7691175
703,24198,41.9091754,-87.7522545
704,24199,41.90192,-87.77178
705,24200,41.9018636,-87.7638197
706,24203,41.9023453,-87.7250744
707,24205,41.8950179,-87.7484986
708,24207,41.895313,-87.724738
709,24211,41.88481,-87.68668
710,24212,41.88098,-87.69598
711,24213,41.877161,-87.706134
712,24220,41.86963,-87.71055
713,24225,41.85909,-87.72121
714,24230,41.84425,-87.70983
715,24234,41.83672,-87.72303
716,24237,41.83427,-87.6706
717,24240,41.82444,-87.70493
718,24243,41.81447,-87.70411
719,24244,41.81867,-87.69441
720,24245,41.81574,-87.68489
721,24246,41.81153,-87.70885
722,24250,41.80853,-87.68942
723,24252,41.81311,-87.74869
724,24253,41.80781,-87.74569
725,24255,41.80769,-87.72472
726,24257,41.8042,-87.72082
727,24258,41.80385,-87.73566
728,24261,41.80095,-87.71104
729,24263,41.80068,-87.69895
730,24266,41.79431,-87.70348
731,24267,41.79375,-87.69472
732,24273,41.78458,-87.70319
733,24279,41.78638,-87.7157
734,24281,41.79499,-87.72361
735,24283,41.78315,-87.72257
736,24285,41.80034,-87.73079
737,24289,41.78692,-87.73892
738,24297,41.79296,-87.78052
739,24308,41.9095,-87.78491
740,24322,41.93799,-87.81915
741,24323,41.93179,-87.73934
742,24324,41.93852,-87.78735
743,24326,41.93104,-87.76124
744,24332,41.93128,-87.75141
745,24333,41.95224,-87.81697
746,24335,41.95256,-87.79755
747,24338,41.82339,-87.64118
748,24340,41.80581,-87.6245
749,24341,41.79076,-87.6345
750,24347,41.76252,-87.63734
751,24352,41.7506,-87.63409
752,24353,41.74307,-87.6437
753,24356,41.72489,-87.64358
754,24358,41.72148,-87.65774
755,24359,41.72126,-87.65005
756,24360,41.72175,-87.63075
757,24362,41.72714,-87.62886
758,24363,41.95607,-87.76472
759,24364,41.959978,-87.786928
760,24365,41.96056,-87.77588
761,24366,41.96081,-87.76488
762,24367,41.9615,-87.75489
763,24368,41.96648,-87.78202
764,24369,41.96788,-87.77274
765,24370,41.96861,-87.76108
766,24371,41.96775,-87.75259
767,24374,41.81313,-87.62585
768,24375,41.78715,-87.62395
769,24376,41.77694,-87.59842
770,24379,41.73677,-87.61439
771,24392,41.73198,-87.55107
772,24393,41.74117,-87.54518
773,24394,41.73793,-87.53091
774,24395,41.73054,-87.54558
775,24396,41.7226,-87.55692
776,24398,41.71893,-87.55112
777,24400,41.71982,-87.53542
778,24401,41.71781,-87.53504
779,24402,41.70266,-87.53564
780,24407,41.65349,-87.54703
781,24409,41.6538,-87.61719
